quote,author,tags,cleaned_quote,cleaned_author
"“One cannot think well, love well, sleep well, if one has not dined well.”","Virginia Woolf,",[],one think well love well sleep well one dined well,virginia woolf
"“Goodbye,"" said the fox. ""And now here is my secret, a very simple secret: It is only with the heart that one can see rightly; what is essential is invisible to the eye.”",Antoine de Saint-ExupÃ©ry,[],goodbye said fox secret simple secret heart one see rightly essential invisible eye,antoine de saintexupry
"“But a mermaid has no tears, and therefore she suffers so much more.”","Hans Christian Andersen,",[],mermaid tear therefore suffers much,han christian andersen
"“Is standing by the window muttering about blood something he does all the time?"" asked Simon.""No,"" Jace said. ""Sometimes he sits on the couch and does it.”","Cassandra Clare,",[],standing window muttering blood something time asked simonno jace said sometimes sits couch,cassandra clare
“It is a great thing to start life with a small number of really good books which are your very own.”,Arthur Conan Doyle,[],great thing start life small number really good book,arthur conan doyle
"“It's not the face, but the expressions on it. It's not the voice, but what you say. It's not how you look in that body, but the thing you do with it. You are beautiful.”","Stephenie Meyer,",[],face expression voice say look body thing beautiful,stephenie meyer
"“Follow your heart, listen to your inner voice, stop caring about what others think.”","Roy T. Bennett,",[],follow heart listen inner voice stop caring others think,roy bennett
“Top 15 Things Money Canâ€™t BuyTime. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.”,"Roy T. Bennett,",[],top thing money cant buytime happiness inner peace integrity love character manner health respect moral trust patience class common sense dignity,roy bennett
“Fighting for peace is like screwing for virginity.”,George Carlin,[],fighting peace like screwing virginity,george carlin
"“It's not because I want to make out with her.""Hold on."" He grabbed a pencil and scrawled excitedly at the paper as if he'd just made a mathematical breakthrough and then looked back up at me. ""I just did some calculations, and I've been able to determine that you're full of shit”","John Green,",[],want make herhold grabbed pencil scrawled excitedly paper hed made mathematical breakthrough looked back calculation ive able determine youre full shit,john green
“Ø£Ø­ÙŠØ§Ù†Ù‹Ø§ ÙŠØ³Ø§Ø¹Ø¯Ù†Ø§ Ø§Ù„Ø¢Ø®Ø±ÙˆÙ† Ø¨Ø£Ù† ÙŠÙƒÙˆÙ†ÙˆØ§ Ù�Ù‰ Ø­ÙŠØ§ØªÙ†Ø§ Ù�Ø­Ø³Ø¨”,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙ�ÙŠÙ‚,[],,
"“Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”","Roy T. Bennett,",[],life accepting challenge along way choosing keep moving forward savoring journey,roy bennett
“Have enough courage to trust love one more time and always one more time.”,Maya Angelou,[],enough courage trust love one time always one time,maya angelou
“I wantTo do with you what spring does with the cherry trees.”,"Pablo Neruda,",[],wantto spring cherry tree,pablo neruda
“You is kind. You is smart. You is important.”,"Kathryn Stockett,",[],kind smart important,kathryn stockett
"“War must be, while we defend our lives against a destroyer who would devour all; but I do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. I love only that which they defend.”","J.R.R. Tolkien,",[],war must defend life destroyer would devour love bright sword sharpness arrow swiftness warrior glory love defend,jrr tolkien
"“If you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. I'm not kidding. The arts are not a way to make a living. They are a very human way of making life more bearable. Practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. Sing in the shower. Dance to the radio. Tell stories. Write a poem to a friend, even a lousy poem. Do it as well as you possible can. You will get an enormous reward. You will have created something.”","Kurt Vonnegut,",[],want really hurt parent dont nerve gay least go art im kidding art way make living human way making life bearable practicing art matter well badly way make soul grow heaven sake sing shower dance radio tell story write poem friend even lousy poem well possible get enormous reward created something,kurt vonnegut
"“Sometimes it seems safer to hold it all in, where the only person who can judge is yourself.”",Sarah Dessen,[],sometimes seems safer hold person judge,sarah dessen
"“If you are irritated by every rub, how will your mirror be polished?”",Rumi,[],irritated every rub mirror polished,rumi
"“Every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.”",George Orwell,[],every generation imago intelligent one went wiser one come,george orwell
"“How wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?”",Anais Nin,[],wrong woman expect man build world want rather create,anais nin
